insurer_name,insurer_key,surface_name,audience,line_of_business,journey_type,canonical_url,launch_url,url_kind,auth_type,challenge_profile,session_profile,integration_type,public_api_evidence,broker_standardization_likelihood,same_for_all_brokers,notes,confidence,official_sources,checked_at
Porto,porto,Corretor Online (COL) - login,corretor,multiproduto,login_base,https://corretor.portoseguro.com.br/corretoronline/,https://corretor.portoseguro.com.br/corretoronline/,canonical,login_password_captcha,captcha,likely_expires,portal_only,unclear,high,unknown,"Portal do corretor solicita CPF, senha e SUSEP e menciona reCAPTCHA para segurança. Há mensagens de sessão expirada e restrições por SUSEP/parceiro.",confirmed,https://corretor.portoseguro.com.br/corretoronline/,2026-04-06
Porto,porto,Portal do Cliente (Porto ID) - login,segurado,multiproduto,login_base,https://cliente.portoseguro.com.br/auth/login,https://cliente.portoseguro.com.br/auth/login,canonical,unknown,unknown,unknown,mixed,unclear,medium,unknown,Entrada do portal do cliente via Porto ID (conteúdo carregado por JS; URL de login obtida em base de ajuda e links institucionais).,strong_evidence,https://www.portoseguro.com.br/consulta-de-clientes/portal-cliente-porto-seguro; https://www.portoseguro.com.br/consulta-de-clientes/login-no-portal-do-cliente,2026-04-06
Porto,porto,Área do Cliente (hub institucional),segurado,multiproduto,suporte,https://www.portoseguro.com.br/area-do-cliente,https://www.portoseguro.com.br/area-do-cliente,canonical,unknown,none,unknown,mixed,unclear,high,unknown,Página-hub para acesso à Área do Cliente (conteúdo/CTA de entrada observável via resultado oficial; página pode carregar via JS na coleta).,strong_evidence,https://www.portoseguro.com.br/area-do-cliente; https://www.portoseguro.com.br/consulta-de-clientes/portal-cliente-porto-seguro,2026-04-06
Porto,porto,Quero Pagar (2ª via de boletos / pagamentos),segurado,multiproduto,segunda_via,https://www.portoseguro.com.br/quero-pagar,https://www.portoseguro.com.br/quero-pagar,canonical,unknown,unknown,unknown,portal_only,unclear,high,unknown,Portal para emissão de 2ª via de boletos por produto; página informa que alguns produtos só podem ser visualizados na Área do Cliente.,strong_evidence,https://www.portoseguro.com.br/quero-pagar,2026-04-06
Porto,porto,FAQ: 2ª via de boleto da apólice (instruções),segurado,multiproduto,segunda_via,https://www.portoseguro.com.br/faqs/como-solicito-segunda-via-de-boleto-da-minha-apolice,https://www.portoseguro.com.br/faqs/como-solicito-segunda-via-de-boleto-da-minha-apolice,canonical,unknown,none,unknown,portal_only,unclear,high,unknown,FAQ oficial orienta emissão via app (menu financeiro) e alternativa via 'Quero Pagar' ou WhatsApp.,confirmed,https://www.portoseguro.com.br/faqs/como-solicito-segunda-via-de-boleto-da-minha-apolice; https://www.portoseguro.com.br/quero-pagar,2026-04-06
Porto,porto,Avisos de Sinistros (hub),segurado,multiproduto,sinistro,https://www.portoseguro.com.br/atendimento/sinistros,https://www.portoseguro.com.br/atendimento/sinistros,canonical,unknown,unknown,unknown,portal_only,unclear,high,unknown,"Página institucional promete facilidade para aviso de sinistros (veículos, imóveis, empresas, celular). Pode requerer navegação JS.",strong_evidence,https://www.portoseguro.com.br/atendimento/sinistros,2026-04-06
Porto,porto,Sinistro de Veículos (aviso digital),segurado,auto,sinistro,https://www.portoseguro.com.br/sinistros/veiculos,https://www.portoseguro.com.br/sinistros/veiculos,canonical,unknown,unknown,unknown,portal_only,unclear,high,unknown,Página institucional de sinistro de veículos indica abertura de sinistro 100% digital.,strong_evidence,https://www.portoseguro.com.br/sinistros/veiculos,2026-04-06
Porto,porto,Sinistro Seguro Celular,segurado,unknown,sinistro,https://www.portoseguro.com.br/sinistros/celular,https://www.portoseguro.com.br/sinistros/celular,canonical,unknown,unknown,unknown,portal_only,unclear,medium,unknown,Página institucional indica canais digitais para abertura/acompanhamento de sinistro de celular (pode carregar via JS).,strong_evidence,https://www.portoseguro.com.br/sinistros/celular.html,2026-04-06
Porto,porto,Sinistro Vida e Família (Seguro de Vida),segurado,vida,sinistro,https://www.portoseguro.com.br/sinistros/vida-e-familia/sinistro-seguro-vida,https://www.portoseguro.com.br/sinistros/vida-e-familia/sinistro-seguro-vida,canonical,unknown,unknown,unknown,portal_only,unclear,medium,unknown,Página institucional com orientações para sinistro de seguro de vida.,confirmed,https://www.portoseguro.com.br/sinistros/vida-e-familia/sinistro-seguro-vida,2026-04-06
Porto,porto,Assistência 24h para o seu carro (SOS / canais digitais),segurado,auto,assistência,https://www.portoseguro.com.br/beneficios/assistencia-24h-para-o-seu-carro,https://www.portoseguro.com.br/beneficios/assistencia-24h-para-o-seu-carro,canonical,unknown,unknown,unknown,portal_only,unclear,high,unknown,Página institucional orienta solicitação de assistência por SOS Porto Seguro e WhatsApp.,strong_evidence,https://www.portoseguro.com.br/beneficios/assistencia-24h-para-o-seu-carro,2026-04-06
Porto,porto,Seguro Auto (landing de cotação),segurado,auto,cotação,https://www.portoseguro.com.br/seguro-auto,https://www.portoseguro.com.br/seguro-auto,canonical,unknown,unknown,unknown,portal_only,unclear,high,unknown,Landing institucional do Seguro Auto com CTA de 'Faça uma cotação'.,strong_evidence,https://www.portoseguro.com.br/seguro-auto; https://www.portoseguro.com.br/,2026-04-06
Porto,porto,Cotação digital Seguro Auto (loja) - placa do veículo,segurado,auto,cotação,https://www.portoseguro.com.br/loja/seguro-auto/placa-do-veiculo,https://www.portoseguro.com.br/loja/seguro-auto/placa-do-veiculo,deep_link,unknown,unknown,unknown,portal_only,unclear,medium,unknown,Fluxo de cotação digital solicita placa do veículo e preenche dados automaticamente.,confirmed,https://www.portoseguro.com.br/loja/seguro-auto/placa-do-veiculo,2026-04-06
Porto,porto,App Porto (Android),segurado,multiproduto,mobile_app,https://play.google.com/store/apps/details?hl=pt_BR&id=br.com.portoseguro.experienciacliente.mundoporto,https://play.google.com/store/apps/details?hl=pt_BR&id=br.com.portoseguro.experienciacliente.mundoporto,canonical,unknown,unknown,unknown,app_only,unclear,high,yes,"App oficial agrega serviços de seguros e conta/cartão; descrição cita 2ª via de boleto, aviso de sinistro e assistência 24h, inclusive para Azul Seguros.",confirmed,https://play.google.com/store/apps/details?hl=pt_BR&id=br.com.portoseguro.experienciacliente.mundoporto; https://www.portoseguro.com.br/app-porto-download,2026-04-06
Porto,porto,App Porto (iOS),segurado,multiproduto,mobile_app,https://apps.apple.com/br/app/porto-conta-digital-e-seguros/id1511026277,https://apps.apple.com/br/app/porto-conta-digital-e-seguros/id1511026277,canonical,unknown,unknown,unknown,app_only,unclear,high,yes,Versão iOS do app Porto (Conta Digital e Seguros).,confirmed,https://apps.apple.com/br/app/porto-conta-digital-e-seguros/id1511026277; https://www.portoseguro.com.br/app-porto-download,2026-04-06
Porto,porto,Sinistro Ágil (rota legada),segurado,auto,sinistro,https://wwws.portoseguro.com.br/avisointernet/iniciarAviso.do,https://wwws.portoseguro.com.br/avisointernet/iniciarAviso.do,legacy_route,unknown,unknown,unknown,portal_only,unclear,low,unknown,Rota legada relacionada a aviso online; a própria página informa que o site mudou e direciona para novo fluxo (coleta apresentou erro de decodificação).,partial_evidence,https://wwws.portoseguro.com.br/avisointernet/iniciarAviso.do,2026-04-06
Porto,porto,Acompanhamento de Sinistro Auto (rota legada),segurado,auto,status,https://wwws.portoseguro.com.br/acompanhamentosinistro/login.doss,https://wwws.portoseguro.com.br/acompanhamentosinistro/login.doss,legacy_route,unknown,unknown,unknown,portal_only,unclear,low,unknown,Rota legada para acompanhamento de sinistro; indica migração para timeline (na coleta houve erro de decodificação).,partial_evidence,https://wwws.portoseguro.com.br/acompanhamentosinistro/login.doss,2026-04-06
HDI,hdi,Acessos (hub de portais),segurado,multiproduto,suporte,https://www.hdiseguros.com.br/acessos,https://www.hdiseguros.com.br/acessos,canonical,unknown,none,unknown,mixed,unclear,high,yes,"Hub oficial lista portais para corretor, colaborador, segurado, prestador (portal de serviços), desenvolvedor e CitNet.",confirmed,https://www.hdiseguros.com.br/acessos,2026-04-06
HDI,hdi,Canais Digitais (hub de jornadas e portais),segurado,multiproduto,suporte,https://www.hdiseguros.com.br/servicos/canais-digitais,https://www.hdiseguros.com.br/servicos/canais-digitais,canonical,unknown,none,unknown,mixed,unclear,high,yes,"Página descreve canais digitais para segurado, corretor, terceiro e prestador, incluindo app e assistência 24h.",confirmed,https://www.hdiseguros.com.br/servicos/canais-digitais,2026-04-06
HDI,hdi,HDI Digital (Portal do Corretor) - login,corretor,multiproduto,login_base,https://www.hdi.com.br/hdidigital/,https://www.hdi.com.br/hdidigital/,canonical,login_password,unknown,likely_expires,portal_only,unclear,high,unknown,Portal do corretor com campos Usuário/Senha e fluxo de 'esqueci minha senha'; página orienta cadastro de corretores via link institucional.,confirmed,https://www.hdi.com.br/hdidigital/; https://www.hdiseguros.com.br/servicos/canais-digitais,2026-04-06
HDI,hdi,Portal do Segurado HDI - login,segurado,multiproduto,login_base,https://www.hdi.com.br/segurado/v2/portalDoSegurado/login,https://www.hdi.com.br/segurado/v2/portalDoSegurado/login,canonical,login_password,unknown,likely_expires,portal_only,unclear,high,unknown,"Página de login do Portal do Segurado indica ações disponíveis: abrir assistência 24h, avisar sinistro, emitir 2ª via de boleto, acompanhar sinistro e conferir apólice (conteúdo pode carregar via JS na coleta).",strong_evidence,https://www.hdi.com.br/segurado/v2/portalDoSegurado/login; https://www.hdiseguros.com.br/servicos/canais-digitais,2026-04-06
HDI,hdi,Aviso de Sinistro (Segurado) - Sofia,segurado,multiproduto,sinistro,https://avisodesinistro.hdi.com.br/,https://avisodesinistro.hdi.com.br/,canonical,unknown,unknown,unknown,portal_only,unclear,medium,unknown,Canal dedicado para aviso de sinistro do segurado (URL referenciada no site oficial; conteúdo não foi renderizado na coleta).,strong_evidence,https://www.hdiseguros.com.br/; https://avisodesinistro.hdi.com.br/,2026-04-06
HDI,hdi,Portal do Terceiro (sinistro) - página de instruções,terceiro,auto,sinistro,https://www.hdiseguros.com.br/servicos/portal-do-terceiro,https://www.hdiseguros.com.br/servicos/portal-do-terceiro,canonical,unknown,none,unknown,portal_only,unclear,high,unknown,"Página orienta terceiros a se cadastrarem com placa do veículo segurado ou número do sinistro + data de ocorrência, e lista funcionalidades (aviso, agendamento de vistoria, envio de fotos, status, etc.).",confirmed,https://www.hdiseguros.com.br/servicos/portal-do-terceiro,2026-04-06
HDI,hdi,Portal do Terceiro (acesso/app),terceiro,auto,login_base,https://www.hdi.com.br/terceiro/,https://www.hdi.com.br/terceiro/,canonical,unknown,unknown,unknown,portal_only,unclear,medium,unknown,Portal de acesso do terceiro (cadastro e abertura do sinistro) apontado na página de instruções; renderização pública via JS dificultou captura textual.,strong_evidence,https://www.hdiseguros.com.br/servicos/portal-do-terceiro; https://www.hdi.com.br/terceiro/,2026-04-06
HDI,hdi,Portal de Serviços (prestadores/oficinas) - login,parceiro,multiproduto,login_base,https://www.hdi.com.br/hdiprestador/,https://www.hdi.com.br/hdiprestador/,canonical,login_password,unknown,likely_expires,portal_only,unclear,medium,unknown,Login para prestadores/oficinas; seleção de perfil (Oficinas/Prestador de Serviços).,confirmed,https://www.hdi.com.br/hdiprestador/; https://www.hdiseguros.com.br/servicos/canais-digitais,2026-04-06
HDI,hdi,Assistência 24h (autoatendimento Facil24h),segurado,multiproduto,assistência,https://autoatendimento.facil24h.com.br/,https://autoatendimento.facil24h.com.br/,canonical,unknown,unknown,unknown,portal_only,unclear,medium,unknown,Canal externo linkado do site oficial para solicitação de assistência (auto e residência).,confirmed,https://www.hdiseguros.com.br/; https://www.hdiseguros.com.br/servicos/canais-digitais,2026-04-06
HDI,hdi,App HDI Segurado (Android),segurado,multiproduto,mobile_app,https://play.google.com/store/apps/details?hl=pt_BR&id=com.hdi.segurado,https://play.google.com/store/apps/details?hl=pt_BR&id=com.hdi.segurado,canonical,unknown,unknown,unknown,app_only,unclear,high,yes,"App do segurado com carteirinha, apólice, pagamentos, oficinas, assistência 24h e aviso/acompanhamento de sinistro.",confirmed,https://play.google.com/store/apps/details?hl=pt_BR&id=com.hdi.segurado; https://www.hdiseguros.com.br/servicos/canais-digitais,2026-04-06
HDI,hdi,App HDI Segurado (iOS),segurado,multiproduto,mobile_app,https://apps.apple.com/br/app/hdi-segurado/id1170248571,https://apps.apple.com/br/app/hdi-segurado/id1170248571,canonical,unknown,unknown,unknown,app_only,unclear,high,yes,Versão iOS do app HDI Segurado.,confirmed,https://apps.apple.com/br/app/hdi-segurado/id1170248571; https://www.hdiseguros.com.br/servicos/canais-digitais,2026-04-06
HDI,hdi,App HDI Corretor (Android),corretor,multiproduto,mobile_app,https://play.google.com/store/apps/details?hl=pt&id=hdi.com.hdicorretor,https://play.google.com/store/apps/details?hl=pt&id=hdi.com.hdicorretor,canonical,unknown,unknown,unknown,app_only,unclear,high,yes,"App para corretores com foco em gestão de carteira, tarefas, criação de proposta e atalhos de contato.",confirmed,https://play.google.com/store/apps/details?hl=pt&id=hdi.com.hdicorretor; https://www.hdiseguros.com.br/servicos/canais-digitais,2026-04-06
HDI,hdi,App HDI Corretor (iOS),corretor,multiproduto,mobile_app,https://apps.apple.com/br/app/hdi-corretor/id1133425770,https://apps.apple.com/br/app/hdi-corretor/id1133425770,canonical,unknown,unknown,unknown,app_only,unclear,high,yes,Versão iOS do app HDI Corretor.,confirmed,https://apps.apple.com/br/app/hdi-corretor/id1133425770; https://www.hdiseguros.com.br/servicos/canais-digitais,2026-04-06
Tokio Marine,tokio_marine,Portal do Corretor (Portal Parceiros) - acesso,corretor,multiproduto,login_base,https://portalparceiros.tokiomarine.com.br/,https://portalparceiros.tokiomarine.com.br/,canonical,login_password,unknown,likely_expires,portal_only,unclear,high,unknown,Página institucional de corretores direciona para Portal do Corretor; portal é restrito a corretores/colaboradores/parceiros e autentica via SSO.,strong_evidence,https://www.tokiomarine.com.br/corretores/; https://portalparceiros.tokiomarine.com.br/,2026-04-06
Tokio Marine,tokio_marine,SSO da Área do Corretor (OpenAM),corretor,multiproduto,login_base,https://ssoportais3.tokiomarine.com.br/openam/,https://ssoportais3.tokiomarine.com.br/openam/XUI/?realm=TOKIOLFR&goto=http://portalparceiros.tokiomarine.com.br/,sessionized,login_password,unknown,likely_expires,portal_only,unclear,medium,unknown,Fluxo SSO (OpenAM) usado para autenticação do Portal Parceiros/Corretor; página pode renderizar em JS ('Carregando...').,partial_evidence,https://portalparceiros.tokiomarine.com.br/; https://www.tokiomarine.com.br/canais-digitais/,2026-04-06
Tokio Marine,tokio_marine,Cadastro de Corretores (Parceiros de Negócios),corretor,multiproduto,other,https://portal.tokiomarine.com.br/parceiroNegocio/cadastro/corretor,https://portal.tokiomarine.com.br/parceiroNegocio/cadastro/corretor,canonical,unknown,none,unknown,portal_only,unclear,medium,partial,"Formulário institucional para cadastro de corretores, com análise prévia de informações e documentos.",confirmed,https://portal.tokiomarine.com.br/parceiroNegocio/cadastro/corretor; https://www.tokiomarine.com.br/corretores/,2026-04-06
Tokio Marine,tokio_marine,Canais Digitais Tokio Marine (hub do cliente),segurado,multiproduto,suporte,https://www.tokiomarine.com.br/canais-digitais/,https://www.tokiomarine.com.br/canais-digitais/,canonical,unknown,none,unknown,mixed,unclear,high,yes,"Página institucional consolida Área do Cliente, assistências, pagamentos, 2ª via de apólice e links para apps; contém link explícito para Área do Corretor (SSO).",confirmed,https://www.tokiomarine.com.br/canais-digitais/,2026-04-06
Tokio Marine,tokio_marine,Nova Área do Cliente / Autoatendimento (portal),segurado,multiproduto,login_base,https://autoatendimento.tokiomarine.com.br/,https://autoatendimento.tokiomarine.com.br/superapp/,canonical,unknown,unknown,unknown,mixed,unclear,high,unknown,Portal de autoatendimento do cliente indicado no hub de Canais Digitais; rotas internas e conteúdo podem ser carregados via JS.,strong_evidence,https://www.tokiomarine.com.br/canais-digitais/; https://autoatendimento.tokiomarine.com.br/superapp/,2026-04-06
Tokio Marine,tokio_marine,Pagamentos (Área do Cliente / Autoatendimento),segurado,multiproduto,cobrança,https://autoatendimento.tokiomarine.com.br/portais/ui/smart-web/,https://autoatendimento.tokiomarine.com.br/portais/ui/smart-web/,deep_link,unknown,unknown,unknown,portal_only,unclear,medium,unknown,Deep link de 'Pagamentos' a partir do hub institucional; renderização pública não foi capturada na coleta (JS).,partial_evidence,https://www.tokiomarine.com.br/canais-digitais/,2026-04-06
Tokio Marine,tokio_marine,2ª via Apólice (Área do Cliente / Autoatendimento),segurado,multiproduto,apólice/documentos,https://autoatendimento.tokiomarine.com.br/portais/ui/smart-web/,https://autoatendimento.tokiomarine.com.br/portais/ui/smart-web/,deep_link,unknown,unknown,unknown,portal_only,unclear,medium,unknown,Deep link para 2ª via de apólice a partir do hub institucional; aparentemente usa a mesma rota base de smart-web.,partial_evidence,https://www.tokiomarine.com.br/canais-digitais/,2026-04-06
Tokio Marine,tokio_marine,Assistência 24h - guincho (Área do Cliente / Autoatendimento),segurado,auto,assistência,https://autoatendimento.tokiomarine.com.br/portais/ui/assistencia24h/,https://autoatendimento.tokiomarine.com.br/portais/ui/assistencia24h/,deep_link,unknown,unknown,unknown,portal_only,unclear,medium,unknown,Deep link de assistência 24h automóvel (guincho) indicado no hub institucional; conteúdo pode ser gerenciado via SPA.,partial_evidence,https://www.tokiomarine.com.br/canais-digitais/,2026-04-06
Tokio Marine,tokio_marine,Cotar Seguro Auto e Moto (digital),segurado,auto,cotação,https://cotacoes.tokiomarine.com.br/massificados/auto/digital/front/,https://cotacoes.tokiomarine.com.br/massificados/auto/digital/front/,canonical,unknown,unknown,unknown,portal_only,unclear,high,yes,Página dedicada de cotação online de seguro auto/moto (digital).,confirmed,https://cotacoes.tokiomarine.com.br/massificados/auto/digital/front/,2026-04-06
Tokio Marine,tokio_marine,Cotações (hub),segurado,multiproduto,cotação,https://www.tokiomarine.com.br/cotacoes/,https://www.tokiomarine.com.br/cotacoes/,canonical,unknown,none,unknown,portal_only,unclear,high,yes,"Hub institucional para simulações/cotações on-line por categoria (auto, moto, etc.).",confirmed,https://www.tokiomarine.com.br/cotacoes/,2026-04-06
Tokio Marine,tokio_marine,App Tokio Marine: seguro auto (Android),segurado,multiproduto,mobile_app,https://play.google.com/store/apps/details?hl=pt&id=br.com.tokiomarine.seguradora.mobile.superapp,https://play.google.com/store/apps/details?hl=pt&id=br.com.tokiomarine.seguradora.mobile.superapp,canonical,unknown,unknown,unknown,app_only,unclear,high,yes,"Super App do segurado com gestão de seguros, documentos, assistência 24h, sinistro e pagamentos; inclui cotação/contratação conforme descrição.",confirmed,https://play.google.com/store/apps/details?hl=pt&id=br.com.tokiomarine.seguradora.mobile.superapp; https://www.tokiomarine.com.br/canais-digitais/,2026-04-06
Tokio Marine,tokio_marine,App Tokio Marine: seguro auto (iOS),segurado,multiproduto,mobile_app,https://apps.apple.com/br/app/tokio-marine-seguro-auto/id1582879602,https://apps.apple.com/br/app/tokio-marine-seguro-auto/id1582879602,canonical,unknown,unknown,unknown,app_only,unclear,high,yes,"Versão iOS do app do segurado com pagamentos, documentos, assistência 24h e sinistro.",confirmed,https://apps.apple.com/br/app/tokio-marine-seguro-auto/id1582879602; https://www.tokiomarine.com.br/canais-digitais/,2026-04-06
Tokio Marine,tokio_marine,Tokio Corretor (Android),corretor,multiproduto,mobile_app,https://play.google.com/store/apps/details?hl=pt&id=br.com.tokiomarine.seguradora.mobile.superapp.corretor,https://play.google.com/store/apps/details?hl=pt&id=br.com.tokiomarine.seguradora.mobile.superapp.corretor,canonical,unknown,unknown,unknown,app_only,unclear,high,yes,"App para corretores com consulta de apólices/pagamentos dos segurados, 2ª via de boletos/documentos, pendências de emissão e extratos/comissão, aviso/acompanhamento de sinistro.",confirmed,https://play.google.com/store/apps/details?hl=pt&id=br.com.tokiomarine.seguradora.mobile.superapp.corretor; https://www.tokiomarine.com.br/lp/mobile/corretor/,2026-04-06
Tokio Marine,tokio_marine,Tokio Corretor (iOS),corretor,multiproduto,mobile_app,https://apps.apple.com/br/app/tokio-corretor/id6450320793,https://apps.apple.com/br/app/tokio-corretor/id6450320793,canonical,unknown,unknown,unknown,app_only,unclear,high,yes,Versão iOS do app Tokio Corretor.,confirmed,https://apps.apple.com/br/app/tokio-corretor/id6450320793; https://www.tokiomarine.com.br/lp/mobile/corretor/,2026-04-06
Tokio Marine,tokio_marine,Super App Corretor (landing institucional),corretor,multiproduto,suporte,https://www.tokiomarine.com.br/lp/mobile/corretor/,https://www.tokiomarine.com.br/lp/mobile/corretor/,canonical,unknown,none,unknown,mixed,unclear,high,unknown,Landing do app para corretores informa que o acesso usa as mesmas credenciais já existentes no portal do corretor e que o uso requer corretor cadastrado e liberado.,confirmed,https://www.tokiomarine.com.br/lp/mobile/corretor/,2026-04-06
Tokio Marine,tokio_marine,Super App Cliente (landing institucional),segurado,multiproduto,suporte,https://www.tokiomarine.com.br/lp/mobile/cliente/,https://www.tokiomarine.com.br/lp/mobile/cliente/,canonical,unknown,none,unknown,mixed,unclear,high,unknown,"Landing do Super App do cliente descreve funcionalidades como 2ª via de apólices, documentos, assistências e pagamentos (Pix).",confirmed,https://www.tokiomarine.com.br/lp/mobile/cliente/,2026-04-06
