insurer_name,insurer_key,surface_name,audience,line_of_business,journey_type,canonical_url,launch_url,url_kind,auth_type,challenge_profile,session_profile,integration_type,public_api_evidence,broker_standardization_likelihood,same_for_all_brokers,notes,confidence,official_sources,checked_at
HDI,hdi,"APIs Auto (cotação, recálculo, efetivação e domínios)",desenvolvedor,auto,cotação,https://developers.hdi.com.br/reference/nossas-apis-auto,https://developers.hdi.com.br/reference/nossas-apis-auto,canonical,oauth2,unknown,api_token_based,api_partner,yes,high,partial,"Visão geral lista APIs principais (cotação/recálculo/efetivação) e APIs de apoio (portfólio, coberturas, questionário).",confirmed,https://developers.hdi.com.br/reference/nossas-apis-auto,2026-04-06
Tokio Marine,tokio_marine,Tokio Marine API Portal (Sensedia),desenvolvedor,multiproduto,developer_portal,https://portal-tokiomarine.sensedia.com/api-portal/pt-br/node/1,https://portal-tokiomarine.sensedia.com/api-portal/pt-br/node/1,canonical,login_password,unknown,likely_expires,api_partner,yes,high,partial,"Portal descreve criação de conta e acesso à documentação, fluxo de autenticação, SDKs e API Browser.",confirmed,https://portal-tokiomarine.sensedia.com/api-portal/pt-br/node/1,2026-04-06
Tokio Marine,tokio_marine,Documentação e guias (API Docs/Autenticação/Códigos de Erro),desenvolvedor,multiproduto,api_catalog,https://portal-tokiomarine.sensedia.com/api-portal/pt-br/documentation,https://portal-tokiomarine.sensedia.com/api-portal/pt-br/documentation,canonical,unknown,unknown,unknown,api_partner,yes,high,partial,"Página de documentação lista seções de FAQ, autenticação e códigos de erro para APIs.",strong_evidence,https://portal-tokiomarine.sensedia.com/api-portal/pt-br/documentation,2026-04-06
Tokio Marine,tokio_marine,Portal de Integrações & API (landing),desenvolvedor,multiproduto,developer_portal,https://integracao.tokiomarine.com.br/,https://integracao.tokiomarine.com.br/,canonical,unknown,unknown,unknown,api_partner,yes,high,partial,Landing do portal de integrações & API (conteúdo pode ser carregado via JS; validar em navegação real).,partial_evidence,https://integracao.tokiomarine.com.br/,2026-04-06
Tokio Marine,tokio_marine,Swagger UI (API Integração - ambiente),desenvolvedor,multiproduto,api_catalog,https://aceitetma-api-integracao.tokiomarine.com.br/,https://aceitetma-api-integracao.tokiomarine.com.br/,canonical,unknown,unknown,unknown,api_partner,yes,medium,partial,Swagger UI expõe documentação interativa; conteúdo aponta endpoints de apólices/endossos (detalhar requer navegação).,partial_evidence,https://aceitetma-api-integracao.tokiomarine.com.br/,2026-04-06
SulAmérica,sulamerica,SulAmérica Developers (Sensedia) - portal,desenvolvedor,multiproduto,developer_portal,https://devsulamerica.sensedia.com/api-portal/node/1,https://devsulamerica.sensedia.com/api-portal/node/1,canonical,login_password,unknown,likely_expires,api_partner,yes,high,partial,Portal de APIs da SulAmérica hospedado em Sensedia; exige login Sensedia.,confirmed,https://devsulamerica.sensedia.com/api-portal/node/1,2026-04-06
SulAmérica,sulamerica,Primeiros passos: autenticação por APP (client_id/client_secret) e access token,desenvolvedor,multiproduto,api_catalog,https://devsulamerica.sensedia.com/api-portal/node/2?language=pt-br,https://devsulamerica.sensedia.com/api-portal/node/2?language=pt-br,canonical,oauth2,unknown,api_token_based,api_partner,yes,high,partial,Documentação explica geração de token via app registrada com client_id e client_secret.,confirmed,https://devsulamerica.sensedia.com/api-portal/node/2?language=pt-br,2026-04-06
SulAmérica,sulamerica,"Documentação geral (FAQ, autenticação, códigos de erro, exemplos, SDKs)",desenvolvedor,multiproduto,api_catalog,https://devsulamerica.sensedia.com/api-portal/content/documentation?language=en,https://devsulamerica.sensedia.com/api-portal/content/documentation?language=en,canonical,unknown,unknown,unknown,api_partner,yes,medium,partial,"Página de documentação apresenta seções de autenticação, códigos de erro, exemplos e download de SDKs.",strong_evidence,https://devsulamerica.sensedia.com/api-portal/content/documentation?language=en,2026-04-06
Bradesco Seguros,bradesco,Portal de Desenvolvedores / API Developer Portal,desenvolvedor,multiproduto,developer_portal,https://apiportal.bradescoseguros.com.br/,https://apiportal.bradescoseguros.com.br/,canonical,login_password,unknown,likely_expires,api_partner,yes,high,partial,"Portal descreve catálogo de APIs, documentação REST; menciona segurança com OAuth e mecanismos como certificados (SSL/mTLS) e tokens JWT; uso das APIs requer parceria e liberação.",confirmed,https://apiportal.bradescoseguros.com.br/,2026-04-06
Bradesco Seguros,bradesco,Página institucional: Portal APIs Bradesco Seguros (sobre),parceiro,multiproduto,suporte,https://www.bradescoseguros.com.br/clientes/portal-apis,https://www.bradescoseguros.com.br/clientes/portal-apis,canonical,unknown,none,unknown,api_partner,yes,high,partial,Página pública descreve objetivo do portal para parcerias com clientes/parceiros/desenvolvedores e navegação por jornadas.,confirmed,https://www.bradescoseguros.com.br/clientes/portal-apis,2026-04-06
Bradesco Seguros,bradesco,"Seguro Empresarial: catálogo de APIs (cotação, efetivação, pagamento, consulta, endosso) + Swagger",desenvolvedor,empresarial,api_catalog,https://apiportal.bradescoseguros.com.br/pages/Portal_UI_Bundle/empresarial.html,https://apiportal.bradescoseguros.com.br/pages/Portal_UI_Bundle/empresarial.html,canonical,oauth2,unknown,api_token_based,api_partner,yes,high,partial,Página lista APIs por jornada e indica navegação por 'Saiba mais' para cada API; portal fornece Swagger/contratos.,confirmed,https://apiportal.bradescoseguros.com.br/pages/Portal_UI_Bundle/empresarial.html,2026-04-06
Bradesco Seguros,bradesco,Seguro Empresarial: Swagger Full (todas as APIs) e coleções de teste,desenvolvedor,empresarial,api_catalog,https://www.bradescoseguros.com.br/portalapis/Portal/api/empresarial/apiscompletas.html,https://www.bradescoseguros.com.br/portalapis/Portal/api/empresarial/apiscompletas.html,canonical,unknown,unknown,unknown,api_partner,yes,high,partial,Página oferece 'Download Swagger' e recursos como onboarding/credenciais/certificados/coleções para testes.,strong_evidence,https://www.bradescoseguros.com.br/portalapis/Portal/api/empresarial/apiscompletas.html,2026-04-06
Sompo,sompo,Sompo Developers Portal (portal de APIs e sandbox),desenvolvedor,multiproduto,developer_portal,https://developers.sompo.com.br/api-portal/node/1,https://developers.sompo.com.br/api-portal/node/1,canonical,login_password,unknown,likely_expires,api_partner,yes,high,partial,"Portal descreve cadastro gratuito, catálogo de APIs e ambiente de sandbox para testes.",confirmed,https://developers.sompo.com.br/api-portal/node/1,2026-04-06
Sompo,sompo,Introdução: Nossas APIs (swagger + sandbox),desenvolvedor,multiproduto,api_catalog,https://developers.sompo.com.br/api-portal/content/nossas-apis-0,https://developers.sompo.com.br/api-portal/content/nossas-apis-0,canonical,unknown,unknown,unknown,api_partner,yes,high,partial,Página informa que portal permite conexão em sandbox e documentação via swagger.,confirmed,https://developers.sompo.com.br/api-portal/content/nossas-apis-0,2026-04-06
Sompo,sompo,Autenticação na plataforma (Access-Token + Bearer),desenvolvedor,multiproduto,api_catalog,https://developers.sompo.com.br/api-portal/content/autentica%C3%A7%C3%A3o,https://developers.sompo.com.br/api-portal/content/autentica%C3%A7%C3%A3o,canonical,oauth2,unknown,api_token_based,api_partner,yes,high,partial,Guia descreve chamada HTTPS/POST para obter access-token e uso de Bearer Authentication para consumir APIs.,confirmed,https://developers.sompo.com.br/api-portal/content/autentica%C3%A7%C3%A3o,2026-04-06
Sompo,sompo,API do Corretor (index + swagger),corretor,multiproduto,api_catalog,https://developers.sompo.com.br/api-portal/broker,https://developers.sompo.com.br/api-portal/broker,canonical,oauth2,unknown,api_token_based,api_partner,yes,high,partial,"Página lista operações (login corretor, consulta de perfil, redefinir senha) com acesso via swagger.",confirmed,https://developers.sompo.com.br/api-portal/broker,2026-04-06
Sompo,sompo,API de Sinistro (claims) - orientações iniciais,parceiro,multiproduto,sinistro,https://developers.sompo.com.br/api-portal/claims,https://developers.sompo.com.br/api-portal/claims,canonical,oauth2,unknown,api_token_based,api_partner,yes,medium,partial,Página menciona autenticação na plataforma e obtenção de access-token antes de consumir APIs de sinistro.,strong_evidence,https://developers.sompo.com.br/api-portal/claims,2026-04-06
Allianz,allianz,Allianz HotSite Vida Individual (guia de implementação para integração de corretor),corretor,vida,cotação,https://www.allianz.com.br/content/dam/onemarketing/iberolatam/allianz-br/p%C3%A1gina-documentos/GuiaDeImplementa%C3%A7%C3%A3o_V2.pdf,https://www.allianz.com.br/content/dam/onemarketing/iberolatam/allianz-br/p%C3%A1gina-documentos/GuiaDeImplementa%C3%A7%C3%A3o_V2.pdf,canonical,oauth2,unknown,api_token_based,api_partner,yes,medium,partial,Documento descreve concessão de link de acesso para canal HotSite via chamadas servidor-a-servidor; usa BasicAuthentication + HTTPS e grant_type=client_credentials; inclui exemplos com base URI em apis.allianz.com (UAT).,confirmed,https://www.allianz.com.br/content/dam/onemarketing/iberolatam/allianz-br/p%C3%A1gina-documentos/GuiaDeImplementa%C3%A7%C3%A3o_V2.pdf,2026-04-06
MAPFRE,mapfre,Open Insurance MAPFRE (informativo institucional),segurado,multiproduto,other,https://www.mapfre.com.br/quem-somos/mapfre/open-insurance-mapfre/,https://www.mapfre.com.br/quem-somos/mapfre/open-insurance-mapfre/,canonical,unknown,none,unknown,unknown,unclear,medium,unknown,Página explica conceito de Open Insurance e aponta que compartilhamento de dados ocorre via consentimento; não é um catálogo técnico de APIs.,confirmed,https://www.mapfre.com.br/quem-somos/mapfre/open-insurance-mapfre/,2026-04-06
Azul Seguros,azul,Área Restrita (multi-perfil: corretor/cliente/terceiro etc.),corretor,auto,login_base,https://www.azulseguros.com.br/area-restrita/,https://www.azulseguros.com.br/area-restrita/,canonical,login_password,unknown,likely_expires,portal_only,no,low,unknown,Área restrita apresenta seleção de perfil e login; não há evidência pública de portal dev/API nesta coleta.,confirmed,https://www.azulseguros.com.br/area-restrita/,2026-04-06
Alfa Seguros,alfa,MRServices SOAP (Web Services Multi-Risco),parceiro,multiproduto,api_catalog,https://wwws.alfaseguradora.com.br/servicos/ws/MRServices.asmx,https://wwws.alfaseguradora.com.br/servicos/ws/MRServices.asmx,canonical,unknown,unknown,unknown,api_partner,yes,medium,partial,Endpoint expõe WSDL/serviços SOAP para operações Multi-Risco; página menciona necessidade de cadastramento junto à seguradora para liberação.,confirmed,https://wwws.alfaseguradora.com.br/servicos/ws/MRServices.asmx,2026-04-06
Alfa Seguros,alfa,MRServices SOAP: EnviarArquivoMR2 (upload de arquivo de propostas MR),parceiro,multiproduto,emissão,https://wwws.alfaseguradora.com.br/servicos/ws/MRServices.asmx?op=EnviarArquivoMR2,https://wwws.alfaseguradora.com.br/servicos/ws/MRServices.asmx?op=EnviarArquivoMR2,canonical,unknown,unknown,unknown,api_partner,yes,medium,partial,Página do método indica envio de arquivo TXT (limite 3MB) e descreve chamada SOAP; formulário de teste disponível apenas localmente (padrão IIS).,confirmed,https://wwws.alfaseguradora.com.br/servicos/ws/MRServices.asmx?op=EnviarArquivoMR2,2026-04-06
Chubb,chubb,Chubb Studio (página de parceria e tecnologia),parceiro,multiproduto,other,https://www.chubb.com/br-pt/partnership/technology.html,https://www.chubb.com/br-pt/partnership/technology.html,canonical,unknown,none,unknown,api_partner,yes,medium,partial,Página descreve Chubb Studio e menciona configuração de API para parceiros de distribuição; não é documentação técnica completa.,confirmed,https://www.chubb.com/br-pt/partnership/technology.html,2026-04-06
Chubb,chubb,API Connect / Chubb Studio portal (catálogo e testes),desenvolvedor,multiproduto,developer_portal,https://apistudio.chubb.com/,https://apistudio.chubb.com/,canonical,login_password,unknown,likely_expires,api_partner,yes,medium,partial,Portal indica criação de conta e possibilidade de encontrar/testar APIs; escopo pode ser global (validar oferta específica Brasil em onboarding).,strong_evidence,https://apistudio.chubb.com/,2026-04-06
Yelum,yelum,Guia de Integração de APIs Parcerias (PDF - Massificado),parceiro,multiproduto,api_catalog,https://www.yelumseguros.com.br/Shared%20Documents/Documentacao-Tecnica/Integracao-YELUM-MASSIFICADO.pdf,https://www.yelumseguros.com.br/Shared%20Documents/Documentacao-Tecnica/Integracao-YELUM-MASSIFICADO.pdf,canonical,unknown,unknown,unknown,api_partner,yes,medium,partial,"Guia (PDF) descreve necessidade de chaves, autenticação e token; menciona validação de autenticação LDAP e autorização no controle de acesso; links internos para portal do desenvolvedor e coleções Postman não aparecem na extração textual.",confirmed,https://www.yelumseguros.com.br/Shared%20Documents/Documentacao-Tecnica/Integracao-YELUM-MASSIFICADO.pdf,2026-04-06
Yelum,yelum,FAQ Auto (PDF) - token de autenticação (client_credentials) e portal Developers,desenvolvedor,auto,api_catalog,https://www.yelumseguros.com.br/Shared%20Documents/Digital/FAQ/FAQ-AUTO.pdf,https://www.yelumseguros.com.br/Shared%20Documents/Digital/FAQ/FAQ-AUTO.pdf,canonical,oauth2,unknown,api_token_based,api_partner,yes,medium,partial,FAQ menciona URL de token em produção (integracao.grupohdiseguros.com.br/.../Token?grant_type=client_credentials) e referência ao portal de desenvolvedores developer.grupohdiseguros.com.br.,confirmed,https://www.yelumseguros.com.br/Shared%20Documents/Digital/FAQ/FAQ-AUTO.pdf,2026-04-06
Liberty,liberty_legacy,Portal do Desenvolvedor (produção e homologação) - legado Liberty,desenvolvedor,multiproduto,developer_portal,https://developer.libertyseguros.com.br/,https://test-developer.libertyseguros.com.br/,canonical,login_password,unknown,likely_expires,api_partner,yes,medium,partial,PDF oficial descreve modernização das APIs e orienta cadastro de chaves (client_id/client_secret) no novo portal; cita portais de homologação e produção.,confirmed,https://www.yelumseguros.com.br/Shared%20Documents/Digital/Comunicado/Moderniza%C3%A7%C3%A3o%20das%20APIS%20Liberty%20-%20Procedimento.pdf,2026-04-06
Liberty,liberty_legacy,Base de APIs (produção e homologação) - legado Liberty,desenvolvedor,multiproduto,api_catalog,https://api.libertyseguros.com.br,https://api-tst.libertyseguros.com.br,canonical,oauth2,unknown,api_token_based,api_partner,yes,medium,partial,PDF descreve mudança das URLs base das APIs para ambientes de homologação e produção.,confirmed,https://www.yelumseguros.com.br/Shared%20Documents/Digital/Comunicado/Moderniza%C3%A7%C3%A3o%20das%20APIS%20Liberty%20-%20Procedimento.pdf,2026-04-06
Liberty,liberty_legacy,Token de autenticação (client_credentials) e tokenCorretor (E-Retorno V1) - legado Liberty,desenvolvedor,multiproduto,api_catalog,https://api.libertyseguros.com.br/controledeacesso/token?grant_type=client_credentials,https://api.libertyseguros.com.br/controledeacesso/tokenCorretor?grant_type=client_credentials,canonical,oauth2,unknown,api_token_based,api_partner,yes,medium,partial,Documento menciona endpoints de autenticação para APIs (token) e para E-Retorno V1 (tokenCorretor) e necessidade de recadastrar token_corretor no portal do corretor.,confirmed,https://www.yelumseguros.com.br/Shared%20Documents/Digital/Comunicado/Moderniza%C3%A7%C3%A3o%20das%20APIS%20Liberty%20-%20Procedimento.pdf,2026-04-06
Sura,sura,Portal do Corretor (Canal do Corretor) - acesso web,corretor,multiproduto,login_base,https://www.segurossura.com.br/acesso-portal/corretor.html,https://www.segurossura.com.br/acesso-portal/corretor.html,canonical,login_password,unknown,likely_expires,portal_only,unclear,low,unknown,"Página descreve funções (2ª via, sinistro, cotações, comissão) e recomenda Edge com compatibilidade IE; não há evidência pública de portal de desenvolvedor/APIs nesta coleta.",confirmed,https://www.segurossura.com.br/acesso-portal/corretor.html,2026-04-06
Open Insurance Brasil,open_insurance,Área do Desenvolvedor (especificações e guias),desenvolvedor,multiproduto,developer_portal,https://br-openinsurance.github.io/areadesenvolvedor/,https://br-openinsurance.github.io/areadesenvolvedor/,canonical,unknown,unknown,unknown,api_public,yes,high,yes,Área pública com orientações para implementação e testes automatizados de conformidade das APIs do ecossistema Open Insurance.,confirmed,https://br-openinsurance.github.io/areadesenvolvedor/; https://opinbrasil.com.br/participante/como-participar/certificado-de-conformidade,2026-04-06
SUSEP,susep,Manual de APIs do Open Insurance (SUSEP) - versão 1.2,desenvolvedor,multiproduto,api_catalog,https://www.gov.br/susep/pt-br/assuntos/open-insurance/arquivos/manual-de-apis-do-open-insurance-v1-2.pdf/%40%40display-file/file,https://www.gov.br/susep/pt-br/assuntos/open-insurance/arquivos/manual-de-apis-do-open-insurance-v1-2.pdf/%40%40display-file/file,canonical,unknown,none,unknown,api_public,yes,high,yes,Manual oficial define especificações das APIs do Open Insurance e referencia a Área do Desenvolvedor; descreve princípios e APIs do ecossistema.,confirmed,https://www.gov.br/susep/pt-br/assuntos/open-insurance/arquivos/manual-de-apis-do-open-insurance-v1-2.pdf/%40%40display-file/file,2026-04-06
SUSEP,susep,API Corretores (consulta de corretor e download da base) - instruções,segurado,unknown,api_catalog,https://www.gov.br/susep/pt-br/arquivos/arquivos-licenciamento/corretor-de-seguros/empresa-consulta-api-corretores-instrucoes.pdf/%40%40display-file/file,https://www.gov.br/susep/pt-br/arquivos/arquivos-licenciamento/corretor-de-seguros/empresa-consulta-api-corretores-instrucoes.pdf/%40%40display-file/file,canonical,oauth2,none,api_token_based,api_partner,yes,high,yes,Documento descreve autenticação via JWT e endpoints para consulta por CPF e para baixar arquivo zip com base de corretores; acesso requer cliente válido.,confirmed,https://www.gov.br/susep/pt-br/arquivos/arquivos-licenciamento/corretor-de-seguros/empresa-consulta-api-corretores-instrucoes.pdf/%40%40display-file/file,2026-04-06
Junto Seguros,junto,Portal do Desenvolvedor (APIs para emissão),desenvolvedor,multiproduto,developer_portal,https://desenvolvedor.juntoseguros.com/,https://desenvolvedor.juntoseguros.com/,canonical,login_password,unknown,likely_expires,api_public,yes,medium,yes,Portal de desenvolvedor aberto com criação de conta; voltado a integração de APIs para emissão.,confirmed,https://desenvolvedor.juntoseguros.com/,2026-04-06
